RowNum,LocalDate,LocalTime,Nom d'utilisateur,Nom d'article,N. Cycle,Courant_M1,Vitesse Agitation (RPM),Vitesse Agitation (%),Courant_M2,Vitesse Couteau (RPM),Vitesse Couteau (%),Temperature,Flag;;
"1,01/31/2019,17:13:48,AYMEN,PANADOL,""10,00"",""0,00"",""0,00"",""75,00"",""0,00"",""0,00"",""60,00"";""19.50"";""1""";;
"2,01/31/2019,17:13:58,AYMEN,PANADOL,""10.00"",""0.00"",""0.00"",""75.00"",""0.00"",""0.00"",""60.00"",""19.50"",""1""";;
"3,01/31/2019,17:14:08,AYMEN,PANADOL,""10.00"",""0.00"",""0.00"",""75.00"",""0.00"",""0.00"",""60.00"",""19.50"",""1""";;
"4,01/31/2019,17:15:11,AYMEN,PANADOL,""10.00"",""0.00"",""0.00"",""75.00"",""0.00"",""0.00"",""60.00"",""19.50"",""1""";;
"5,01/31/2019,17:15:21,AYMEN,PANADOL,""10.00"",""0.00"",""0.00"",""75.00"",""0.00"",""0.00"",""60.00"",""19.50"",""1""";;
"6,01/31/2019,17:15:31,AYMEN,PANADOL,""10.00"",""0.00"",""0.00"",""75.00"",""0.00"",""0.00"",""60.00"",""19.50"",""1""";;
"6,01/31/2019,17:15:31,AYMEN,,""0.00"",""0.00"",""0.00"",""0.00"",""0.00"",""0.00"",""0.00"",""19.50"",""0""";;
